,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2460,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2461,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2462,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2463,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2464,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2465,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2466,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2467,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2468,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2469,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2470,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2471,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2472,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2473,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2474,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2475,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2476,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2477,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2478,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2479,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2480,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2481,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2482,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2483,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2484,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2485,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2486,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2487,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2488,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2489,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2490,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2491,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2492,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2493,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2494,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2495,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2496,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2497,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2498,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2499,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2500,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2501,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2502,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2503,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2504,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2505,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2506,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2507,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2508,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2509,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2510,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2511,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2512,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2513,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2514,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2515,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2516,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2517,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2518,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2519,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2520,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2521,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2522,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2523,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2524,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2525,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2526,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2527,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2528,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2529,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2530,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2531,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2532,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2533,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2534,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2535,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2536,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2537,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2538,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2539,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2540,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2541,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2542,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2543,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2544,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2545,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2546,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2547,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2548,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2549,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2550,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2551,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2552,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2553,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2554,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2555,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2556,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2557,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2558,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2559,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2560,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2561,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2562,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2563,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2564,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2565,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2566,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2567,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2568,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2569,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2570,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2571,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2572,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2573,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2574,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2575,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2576,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2577,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2578,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2579,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2580,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2581,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2582,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2583,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2584,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2585,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2586,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2587,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2588,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2589,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2590,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2591,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2592,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2593,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2594,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2595,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2596,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2597,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2598,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2599,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2600,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2601,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2602,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2603,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2604,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2605,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2606,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2607,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2608,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2609,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2610,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2611,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2612,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2613,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2614,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2615,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2616,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2617,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2618,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2619,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2620,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2621,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2622,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2623,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2624,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2625,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2626,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2627,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2628,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2629,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2630,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2631,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2632,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2633,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2634,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2635,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2636,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2637,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2638,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2639,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2640,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2641,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2642,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2643,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2644,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2645,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2646,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2647,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2648,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2649,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2650,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2651,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2652,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2653,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2654,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2655,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2656,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2657,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2658,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2659,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2660,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2661,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2662,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2663,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2664,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2665,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
2666,Dị ứng,hắt hơi liên tục,run rẩy,ớn lạnh,chảy nước mắt
2667,Bệnh trào ngược dạ dày,đau bụng,ợ chua,loét trên miệng,nôn mửa
2668,Ứ mật mãn tính,ngứa,nôn mửa,vàng da,buồn nôn
2669,Phản ứng thuốc,ngứa,phát ban da,đau bụng,đi tiểu rát
2670,Bệnh loét dạ dày tá tràng,nôn mửa,khó tiêu,không thèm ăn,đau bụng
2671,AIDS,suy giảm cơ,có đờm trong họng,sốt cao,quan hệ tình dục linh tinh
2672,Bệnh tiểu đường,mệt mỏi,tụt cân,bồn chồn,hôn mê
2673,Viêm dạ dày ruột,nôn mửa,mắt thâm,mất nước,tiêu chảy
2674,Hen phế quản,mệt mỏi,ho,sốt cao,khó thở
2675,Tăng huyết áp,đau đầu,đau ngực,chóng mặt,chóng mặt
2676,Chứng đau nửa đầu,ợ chua,khó tiêu,đau đầu,thị lực mờ
2677,Thoái hóa đốt sống cổ,đau lưng,mỏi chân tay,đau cổ,chóng mặt
2678,Liệt (xuất huyết não),nôn mửa,đau đầu,yếu một bên cơ thể,lú lẫn
2679,Vàng da,ngứa,nôn mửa,mệt mỏi,tụt cân
2680,Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi
2681,Thủy đậu,ngứa,phát ban da,mệt mỏi,hôn mê
2682,Sốt xuất huyết,phát ban da,ớn lạnh,đau khớp,nôn mửa
2683,Bệnh thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao
2684,Viêm gan A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu
2685,Viêm gan B,ngứa,mệt mỏi,hôn mê,vàng da
2686,Viêm gan C,mệt mỏi,vàng da,buồn nôn,không thèm ăn
2687,Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da
2688,Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao
2689,Viêm gan Do rượu,nôn mửa,vàng da,đau bụng,sưng dạ dày
2690,Bệnh lao,ớn lạnh,nôn mửa,mệt mỏi,tụt cân
2691,Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho
2692,Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao
2693,Bệnh trĩ lưỡng hình (cọc),táo bón,đau khi đi tiểu,đau hậu môn,phân có máu
2694,Đau tim,nôn mửa,khó thở,đổ mồ hôi,đau ngực
2695,Giãn tĩnh mạch,mệt mỏi,chuột rút,bầm tím,béo phì
2696,Suy giáp,mệt mỏi,tăng cân,tay và chân lạnh,tâm trạng thất thường
2697,Bệnh cường giáp,mệt mỏi,tâm trạng thất thường,tụt cân,bồn chồn
2698,Hạ đường huyết,nôn mửa,mệt mỏi,lo âu,đổ mồ hôi
2699,Viêm xương khớp,đau khớp,đau cổ,đau đầu gối,đau khớp hông
2700,Viêm khớp,yếu cơ,cổ cứng,sưng khớp,cứng cổ không xoay được
2701,(Chóng mặt) Chóng mặt tư thế kịch phát,nôn mửa,đau đầu,buồn nôn,cứng cơ
2702,Mụn trứng cá,phát ban da,nổi mụn mủ,mụn đầu đen,thiếu vitamin c
2703,Nhiễm trùng đường tiết niệu,đi tiểu rát,khó chịu bàng quang,mùi hôi của nước tiểu,cảm giác muốn đi tiểu liên tục
2704,Bệnh vẩy nến,phát ban da,đau khớp,bong tróc da,da bị vẩy
2705,Bệnh chốc lở,phát ban da,sốt cao,mụn rộp,xung quanh mũi bị đỏ
2706,Nhiễm trùng nấm,ngứa,phát ban da,nổi mụn nút trên da,
